Riou,Stelios Athanasiadis, Test Your Limits, Greece,Mid
SpiDerPiTv2,Panagiotis Routzounis, Test Your Limits, Greece,Support
WildPanda,Dimosthenis Dimitriadis, Different Dimension, Greece,Support
AmazingJ,Shek Wai Ho (___), EDward Esports, Hong Kong,Top
Avoidless,Fan Jun Wei (___), EDward Esports, Hong Kong,Jungler
BuPing,Wong Ka Hung (___), New Type Gaming, Hong Kong,Coach
COOLG,Tin Chi Chung (___), No Game No Life, Hong Kong,AD
chacha,Lau Ka Lun, DreamCatcher, Hong Kong,Support
Chillyz,Kong Lok Hin (___), Hong Kong Esports, Hong Kong,Mid
Chris,Siu Keung (__), Invictus Gaming, Hong Kong,Coach
Chunx,Tang Hoi Chun (___), No Game No Life, Hong Kong,Support
Dennis,Lau Hoi Wing (___), Assassin Sniper, Hong Kong,Mid
DomhoX,Ho Cheuk Hei (___), Legend Dragon, Hong Kong,Coach
GodKwai,Cheung Ho Wan (___), Hong Kong Esports, Hong Kong,AD
Helios,Yuen Hei Hiun (___), Energy Pacemaker.All, Hong Kong,Coach
Heovax,Leon Chan, Make Sense Gaming, Hong Kong,Mid
JoJo,Kan Yiu-Tou (___), Hyper Youth Gaming, Hong Kong,Mid
Kabe,Kan Ho Man (___), Legend Dragon, Hong Kong,AD
Kaiwing,Ling Kai Wing (___), Midnight Sun Esports, Hong Kong,Support
kane,Li Chi Hung (___), Wan Yoo, Hong Kong,AD
LOFS,Lam Ka Chun (___), No Game No Life, Hong Kong,Top
Mathew,Lau Kwan Ho (___), TEAM4NOT.OCE, Hong Kong,Support
Nexus,Tung Tung (__), eXtreme Gamers, Hong Kong,Top
PaSa,Lo Hung Sing (___), Legend Dragon, Hong Kong,Mid
Rena,Chan Dick Kay (___), Dream or Reality, Hong Kong,Mid
SkuLL,Gary Ng (___), Midnight Sun Esports, Hong Kong,Support
Tabe,"Pak Kan ""Martin"" Wong (___)", Invictus Gaming, Hong Kong,Support
Tinky,Yuen Park Lam (___), No Game No Life, Hong Kong,AD
Toyz,"Wai Kin ""Kurtis"" Lau (___)", Hong Kong Esports, Hong Kong,Mid
Wish,Michael Lau (___), No Game No Life, Hong Kong,Mid
Bluerzor,Dániel Subicz, Wonder Stag e-Sports, Hungary,Jungler
Exworm,Barnabás Tóth, Wonder Stag e-Sports, Hungary,AD
Frather,Lóránt Mikó, Wonder Stag e-Sports, Hungary,Top
Geller,Gábor Sipos, Wonder Stag e-Sports, Hungary,Support
mumus100,Márió Szépvölgyi, Team Empire, Hungary,Top
Robusto,Ákos Karsai, Wonder Stag e-Sports, Hungary,Mid
Vizicsacsi,Tamás Kiss, Unicorns Of Love, Hungary,Top
Cruzher,Bayu Putra, Revival Esports, Indonesia,Support
Luffy,Vandy Nugraha, Revival Esports, Indonesia,Top
Pokka,Hartanto Pokka, Zero Latitude, Indonesia,Mid
Rofens,Kyle William, Jakarta Juggernauts, Indonesia,AD
TwoJ,Henry Louis, Jakarta Juggernauts, Indonesia,Jungler
Inori,Rami Charagh, Team Dignitas, Iraq,Jungler
Brokenshard,Ram Djemal, Dream Team, Israel,Coach
Agua,Stefano Muscio, inFerno eSports, Italy,Jungler
Bonny,Andrea Bonifazio, inFerno eSports, Italy,AD
alk,Hiroyuki Okano, Rampage, Japan,Support
Alps,Tatsumi Suzuki, Team BlackEye, Japan,Mid
,,,,
TwoJ,Henry Louis, Jakarta Juggernauts, Indonesia,Jungler
Inori,Rami Charagh, Team Dignitas, Iraq,Jungler
Brokenshard,Ram Djemal, Dream Team, Israel,Coach
Agua,Stefano Muscio, inFerno eSports, Italy,Jungler
Bonny,Andrea Bonifazio, inFerno eSports, Italy,AD
7kane,Motoki Asanuma,, Japan,Manager
A M U S E 4,Takashi Otsuka,, Japan,Top
Alk,Hiroyuki Okano, Rampage, Japan,Support
Alps,Tatsumi Suzuki, Team BlackEye, Japan,Mid
Amatr,Asumi Ookawa, Unsold Stuff Gaming, Japan,Sub
Aotaka,Takuya Fujita, Rampage, Japan,Top
ApaMEN,Ryo Odagiri, Unsold Stuff Gaming, Japan,Top
Arden,Yusuke Suga,, Japan,Support
Arfoad,Kento Inoue, Team BlackEye, Japan,Top
Aripo,Eisho Nagata, Rascal Jester, Japan,Mid
Astarore,Yuta Hiratsuka, DetonatioN Gaming, Japan,Jungler
Awaker,Kentaro Hanaoka, 7th heaven, Japan,Jungler
Bakudanx,Alex Ortiz,, Japan,Jungler
Beni,Ryohei Tsuji, 7th heaven, Japan,Support
BonziN,Keisuke Oda, DetonatioN FocusMe, Japan,Top
CarilRui,Kentaro Katagiri, Team BlackEye, Japan,Jungler
Ceros,Kyohei Yoshida, DetonatioN FocusMe, Japan,Mid
Clockday,Kazuhiro Suzuki, Unsold Stuff Gaming, Japan,Mid
Cogcog,Ryohei Matsuda, Rascal Jester, Japan,Top
Day1,Wataru Shimizu, SCARZ, Japan,AD
Enty,Ryosei Tanioka, Unsold Stuff Gaming, Japan,Support
Envy,Yoshikazu Tanaka, Ozone Rampage, Japan,Jungler
Estelim,Sho Takahashi, 7th heaven, Japan,Mid
Evi,Shunsuke Murase, 7th heaven, Japan,Top
Georges,Akira Ueno,, Japan,Jungler
Haretti,Souta Nakamura, Unsold Stuff Gaming, Japan,AD
Hiroki,Hiroki Tadokoro,, Japan,Jungler
Inu,Akito Kuwabara, Rascal Jester, Japan,Jungle
Isurugi,Yoshitaka Hayasaki, Unsold Stuff Gaming, Japan,Jungle
Joke,Takuya Hiraishi,, Japan,AD
Lillebelt,Yosiaki Koka, Rascal Jester, Japan,Support
Meron,Kiichi Watanabe, Rampage, Japan,AD
Mueki,Kento Ojima, Team BlackEye, Japan,Mid
Mugoon,Ryo Sameshima, Team BlackEye, Japan,Mid
NoA,Shunya Honda, Team BlackEye, Japan,Support
Nororin,Naoki Niimi, DetonatioN FocusMe, Japan,AD
Paz,Shirou Sasaki, Rampage, Japan,Top
Rainbrain,Shin Iwasaki,, Japan,Jungler
Razer,Hiroaki Nagasima, 7th heaven, Japan,Sub
RhythmAsalt,Masaya Yamauchi, Team BlackEye, Japan,AD
Riosilva,Kensaku Nakamoto,, Japan,Support
Rkp,Rikiya Yuasa, Rascal Jester, Japan,AD
Roki,Hiroki Yokoo, Rampage, Japan,Mid
Ryavka,Yusuke Hagimoto, Team BlackEye, Japan,Mid
Scotty,Yasuhiro Konaka, Rascal Jester, Japan,Mid
Serick,Masato Hidaka, Team BlackEye, Japan,Jungle
Shinmori,Sho Shinmori, 7th heaven, Japan,Mid
Sweet,Ryota Murakami,, Japan,Mid
Tei,Suzuto Shimizu, Rampage, Japan,Mid
ThintoN,Junya Matsuoka, 7th heaven, Japan,Support
Toshibu,Tosiyasu Tamura,, Japan,Top
Yoshiaki,Yoshiaki Matsuura, Team BlackEye, Japan,Support
Yoshiaki3110,Yoshiaki Saito, 7th heaven, Japan,Jungler
Yumenoti,Soizumi Ryuki, DetonatioN FocusMe, Japan,Sub
Yunn,Yuki Doi,, Japan,Top
Yutapon,Yuta Sugiura, DetonatioN FocusMe, Japan,Top
YutoriMoyashi,Yuta Noguchi, 7th heaven, Japan,AD
Zerost,Shotaro Ikeda, DetonatioN FocusMe, Japan,AD
Bebe,Friedrich Knaub, RoX,Kazakhstan,Mid
Blasting,Daniel Kudrin, Team Just, Latvia,AD
Alunir,Gediminas Navakauskis,, Lithuania,Jungler
Angush,Aurimas Gedvilas,, Lithuania,Top
DeadlyBrother,Edas Vasiliauskas, Team Ultra Vires, Lithuania,AD
DoubleG,Giedrius Dagys,, Lithuania,AD
Extinkt,Vytautas M_linauskas, Team ROCCAT, Lithuania,Support
Gliukoze,Klaidas Navakas,, Lithuania,Top
Inspirro,Mykolas Mork_nas,, Lithuania,Support
Karalius,Tomas _piliauskas,, Lithuania,Support
Mazzerin,D_iugas Rep_ys,, Lithuania,Mid
Nbs,Laurynas Kisielius,, Lithuania,Top
Prepared,Josvaldas Inta,, Lithuania,Support
Ritix,Rytis Lekstutis, Copenhagen Wolves, Lithuania,AD
Saulius,Saulius Luko_ius, Natus Vincere.CIS, Lithuania,Mid
Sleper,Algirdas Saliamonas,, Lithuania,AD
Strategas,Mindaugas Dirs_,, Lithuania,AD
Jinsh,Xiao Zhou Gilles Chen,,Luxembourg,Mid
KuKu,Lam Ka Fu (___), COUGAR E-Sport, Macao,Mid
SEnG,Wong Ka Sing (___),, Macao,Mid
13Ghost,Jasper Tan Kah Guan, Kuala Lumpur Hunters, Malaysia,Top
Betsy,Felix Edling, Team ROCCAT, Malaysia,Mid
BooBoo,Lim Jia Hao,, Malaysia,Support
Camou,Matthew Chan Kuok-Han,, Malaysia,Support
CoolKitty,Joseph Lim Ken Zhen, Kuala Lumpur Hunters, Malaysia,AD
Demon,Randolph Turkington,, Malaysia,Top
Donmuri,Muhammad Dini bin Johari,, Malaysia,Jungler
Epyonz,Leon Goh Cing Hong,, Malaysia,Jungler
Fappy,Darryl Lim,, Malaysia,Support
GoldeNz,Chaw Khing Mun,, Malaysia,Mid
Hagane,Soon Liang Shin,, Malaysia,Support
JaeYoongJo,Jason Yoong, Dulcet Essence, Malaysia,AD
Koala,Chan Roonghan,, Malaysia,Support
Mashiro,Solomen Cheah Wee Seong,, Malaysia,AD
MoNk3yz,Ong Boon Yang,, Malaysia,Top
OzoraVeki,Poon Kok Sing, Kuala Lumpur Hunters, Malaysia,Mid
QaspieL,Sia Sze Pin, Kuala Lumpur Hunters, Malaysia,Support
Ribena,Joshua Chan Mun Wei, Dulcet Essence, Malaysia,Jungler
SOUPerior,Calvin Yang, Kuala Lumpur Hunters, Malaysia,Support
Shernfire,Shern Tai, Dream Team, Malaysia,Jungler
Shu,Atuf Aimullah, Mystic Gaming, Malaysia,Support
Stray,Wayne Lee Jo Wein,, Malaysia,Jungler
SwaGz,Alex Keoh Han Chuan,, Malaysia,Top
Swak,Harsewak Singh, Dulcet Essence, Malaysia,Top
Virtuous,Lew Ern Hsien,, Malaysia,AD
XXF,Soon Yin Fong,, Malaysia,Jungler
Xare,Jonathan Chan Mun Shum, Dulcet Essence, Malaysia,Mid
1an,Ian Espinosa, Galactic Gamers, Mexico,AD
Cris,Cristian Rosales, Apex Gaming, Mexico,Top
DCStar,Carlos Mendez, Havoks Gaming, Mexico,Mid
Fearless,Alvaro Menendez,, Mexico,Sub
Genre,Gerardo Gonzalez,, Mexico,Mid
H4ckerv2,Gustavo Leyva,, Mexico,Jungler
Jirall,Daniel del Castillo, Lyon Gaming, Mexico,Top
LiquidDiego,Diego Padilla, Havoks Gaming, Mexico,Jungler
NerzhuL,Jorge Ivan Meza, Galactic Gamers, Mexico,Support
Porky,Gerardo Alonso, Havoks Gaming, Mexico,Top
Rhopercy,Armando Argüelles, Satori, Mexico,Support
Seiya,Ali Bracamontes, Lyon Gaming, Mexico,AD
Snowman,Raúl Portales, Team C3, Mexico,Top
Tarzán,Fernando Mora, Tesla E-Sports, Mexico,Jungle
Thyak,Marcelo Ramones, Lyon Gaming, Mexico,Jungler
UrekMazino,Daniel Carbajal,, Mexico,Top
LeX,Alexei Kitsak, Gambit.CIS, Moldova,AD
Agronar,Christopher Verkroost,,Netherlands,Support
Akayso,Colin Cohen,,Netherlands,Mid
Alibabba,Eelco Poelstra,,Netherlands,Support
Broeder,Jacco Broeder, LowLandLions.Fire,Netherlands,Jungler
CozQ,Sofyan Rechchad,,Netherlands,Mid
Crazycaps,Andy Walda,,Netherlands,AD
Duplience,Cane Lagerwaard,,Netherlands,Mid
Febiven,Fabian Diepstraten, Fnatic,Netherlands,Mid
Hybrid,Glenn Doornenbal, G2 Esports,Netherlands,Support
Kadir,Kadircan Mumcuo_lu, Imperial Esports,Netherlands,Jungler
Killwar,Niels Van Baal,,Netherlands,AD
Kirei,Thomas Yuen, Team Dignitas,Netherlands,Jungler
LoordN,Nisjaat Sheik Joesoef,,Netherlands,Support
Masterwork,Casper Van Kampen, Millenium,Netherlands,Support
Metalx,Tom Latour,,Netherlands,AD
Morsu,Bram Knol, SK Gaming,Netherlands,Top
Phoonie,Jimmy Roovers,,Netherlands,AD
Pride,Milo Wehnes, Giants Underdoges,Netherlands,Jungle
Shook,Ilyas Hartsema, Team Vitality,Netherlands,Jungler
Slyv3r,Job Goossens, Enigma Esports,Netherlands,AD
Sneaky,Chris Esser,,Netherlands,AD
Tabzz,Erik van Helvert, Team ROCCAT,Netherlands,AD
Tarzan,Stijn Neomagus,,Netherlands,Jungler
Vizility,Jeffrey de Vries, Splyce,Netherlands,AD
YoungBuck,Joey Steltenpool, G2 Esports,Netherlands,Coach
Zeriouz,Bart Ploegmakers,,Netherlands,Top
Blinky,Myles Irvine, Alpha Sydney, New Zealand,
Chelby,Bradley Williams, Avant Garde, New Zealand,Jungler
Chippys,Ryan Short, Sin Gaming, New Zealand,Top
Jakattack,Jack Gifford, Infernum Gaming, New Zealand,Top
Magzilla,Avindu Kalansuriya,, New Zealand,Top
Pacman,Zachary Bayne, Trident Esports, New Zealand,Top
Saiclone,Jonny Weatherly, Alpha Sydney, New Zealand,Coach
Shiny,Jack Wright, Sudden Fear, New Zealand,AD
Denden,Dennis Bui, Dark Passage, Norway,Support
Energy,Isak Pettersen Fjell, nDurance Gaming, Norway,Mid
Hatrixx,Jørgen Elgåen, HWA Gaming, Norway,Mid
K0u,Tri Tin Lam, Copenhagen Wolves, Norway,Jungler
Nukeduck,Erlend Våtevik Holm, Team Vitality, Norway,Mid
Touch,Omid Rosander, nDurance Gaming, Norway,Support
XSWRD,Ruben Smith, Tesla E-Sports, Panama,Top
Kid Cudi,Daniel Garayo,, Paraguay,Support
Arce,Diego Arce Chang, Lyon Gaming, Peru,Support
Calachin,Luis Jimenez Garcia,, Peru,Support
FraGio,Giovanne Huamán Garcia,, Peru,Jungler
Guishe,Guillermo Cárdenas, Revenge eSports, Peru,Top
ILove,Edinson Jesús Calderón, Tesla E-Sports, Peru,Mid
Kucho,Víctor Rodríguez,, Peru,Support
Oddie,Sebastian Alonso Niño Zavaleta, Galactic Gamers, Peru,Jungler
Astarte,Judge Gideon Cruz, Team IMBA.PH,Philippines,Mid
CED,Cedrick Daez, Mineski,Philippines,Sub
Chock,Marvin Mansilungan,,Philippines,Sub
Ebaaaan,Evan Amatong,,Philippines,AD
Ethan,Ethan Amatong,,Philippines,Top
Exo,Eric Allen Gubatan, Mineski,Philippines,AD
Haith,Josef Adrian Cabero, Imperium Pro Team,Philippines,AD
Hero,Jordan Pamintuan, Imperium Pro Team,Philippines,Top
JLC,Jaiby Paglingayen, Imperium Pro Team,Philippines,Top
Kaigu,Jon Lance Hernandez, Mineski,Philippines,Support
Kulit,James Calumpag, Mineski,Philippines,Jungler
Light,Roybie Segovia, Imperium Pro Team,Philippines,Mid
Meme,Merril dela Cruz,,Philippines,Jungler
Naaage,Egan Amatong,,Philippines,Mid
Noel,Noel Cruz, Mineski,Philippines,Jungler
Otchie,Robert Conrad Pascual,,Philippines,AD
PF,Pacifico Froilan Pallasigui,,Philippines,
Porky,Nikolo Tayag, Avant Garde,Philippines,Top
Poysanity,Jesse Florence Hieras, Imperium Pro Team,Philippines,Support
Rebengga,Kurt Cristobal, Imperium Pro Team Blue,Philippines,Jungler
Shadow,Rogie DelaCruz, Imperium Pro Team,Philippines,Support
Shura,Mark Eddyson Ladrera,,Philippines,Support
Skill,Ken Garcia,,Philippines,Jungler
Snoy,Elijah Joshua Guerrero, Imperium Pro Team,Philippines,Top
Stronger,Ronel Flores Tan,,Philippines,Jungler
Tgee,Gerald Gianne Gelacio, Mineski,Philippines,Top
Trebor,Robert Dan Mansilungan,,Philippines,Jungler
VYY,Neil Cedric San Juan,,Philippines,AD
Vileroze,Judan Hipolito Royeca,,Philippines,Mid
Xmithie,Jake Puchero, Counter Logic Gaming,Philippines,Jungler
Yukz,Yuuki Tsuchiya, Imperium Pro Team Blue,Philippines,Top
Yume,Danyll Jann Balisi, Mineski,Philippines,Mid
ZNS,Jyro Pascual, Mineski,Philippines,AD
Abaria,Bogus_aw Dobryniewski, Dark Passage, Poland,Mid
Alvado,Pawe_ Kami_ski,, Poland,Jungler
ArQuel,Krzysztof Sau_,, Poland,Top
Babunia,Bartosz Dzikowski,, Poland,Jungler
Celaver,Pawe_ Koprianiuk,, Poland,AD
Cinku,Marcin Marczak,, Poland,Support
Cortar,Micha_ Zobniów, E-corp Gaming, Poland,Jungler
Creaton,Jakub Grzegorzewski, Illuminar Honor Gaming, Poland,AD
Crykee,Pawe_ St_pie_,, Poland,AD
Czaru,Krystian Przybylski,, Poland,Mid
DeIord,Pawe_ Szabla, Illuminar Honor Gaming, Poland,Support
Dedrayon,Filip Romejko,, Poland,Jungler
ERot1c,Mateusz Kurdasi_ski,, Poland,Jungler
Eberkazak,Mateusz Str_k, E-corp Gaming, Poland,AD
Elendix,Miko_aj Wyspia_ski,, Poland,Support
Grom,Mateusz Klimaszewski,, Poland,Support
HosaN,Eryk Wilczynski,, Poland,AD
IMba,_ukasz Dusza,, Poland,AD
IceBeasto,Marcin Lebuda, E-corp Gaming, Poland,Top
Ismaro,Pawe_ Szpr_cel,, Poland,Support
Jankos,Marcin Jankowski, H2k-Gaming, Poland,Jungler
Jokieez,Mateusz Karczewski, Team ROCK, Poland,Top
Kikis,Mateusz Szkudlarek, G2 Esports, Poland,Top
Koi,Jakub Nowicki, Kulturalni Zawodnicy, Poland,Top
KonDziSan,Konrad Sopata, NumberOne Esports, Poland,Jungler
KubYD,Jakub Grobelny, E-corp Gaming, Poland,Support
Kubon,Jakub Turewicz, Illuminar Honor Gaming, Poland,Top
Leofromkorea,_ukasz Mirek,, Poland,Support
Libik,Marek Kr_giel,, Poland,Support
Makler,Marek Kukier,, Poland,AD
Mokatte,Konrad Kukier,, Poland,Jungler
Mystiques,Patryk Piórkowski, Illuminar Honor Gaming, Poland,Support
NiQ,Sebastian Robak,, Poland,Mid
Nzq,Robert Burczyk,, Poland,AD
Omnibrag,Arkadiusz Szwarcer,, Poland,Support
Overpow,Remigiusz Pusch, Illuminar Honor Gaming, Poland,Mid
Owen,Daniel Durzynski,, Poland,Mid
Puki style,_ukasz Zygmunciak,, Poland,AD
Ravenno,Michal Owczarski, Imperial Esports, Poland,Mid
Raxxo,Oskar Bazydlo, Vaevictis eSports, Poland,Support
SELFIE,Marcin Wolski, Echo Fox, Poland,Mid
Sebekx,Sebastian Smejkal, mousesports, Poland,Mid
Shushei,Maciej Ratuszniak,, Poland,Mid
SlodkaPanda,Piotrek Pacelik,, Poland,Support
SuperAZE,Piotr Prokop,, Poland,Support
T4nk,Karol Slomka,, Poland,Jungler
Tabasko,Wojciech Kruza, Illuminar Honor Gaming, Poland,Jungler
TakeFun,Rafa_ Górniak,, Poland,Mid
Tantrum,Damian Klimczak,, Poland,AD
Tars,Kamil Szypcio, E-corp Gaming, Poland,Mid
Unknown,Marcin Kubicki,, Poland,Top
VandeR,Oskar Bogdan, H2k-Gaming, Poland,Support
Wodziak,Dawid Kryczka, Gunwa, Poland,Jungler
Woolite,Pawe_ Pruski,, Poland,AD
Xaxus,Marcin Maczka,, Poland,Top
Xayoo,Marcin Majkut,, Poland,Jungler
Hmmer,Hector Amador,, Portugal,AD
Kepe,Pedro Ferreira, K1ck Black, Portugal,AD
LeChase,António Ramalho, K1ck Black, Portugal,Jungler
Maniaku,José Ferreira, For The Win eSports, Portugal,Support
Meduza,Guilherme Ferreira Somsen,, Portugal,Mid
Rhuckz,Rúben Barbosa, K1ck Black, Portugal,Support
Sun of dragon,Manuel Cortes Pereira Belchior de Sousa, For The Win eSports, Portugal,Mid
TheKepe,Pedro Guilherme Nunes Ferreira, For The Win eSports, Portugal,AD
Truklax,Alexandre Nascimento, K1ck Black, Portugal,Top
Xico,Francisco Cruz, K1ck Black, Portugal,Mid
Anti,Edward Rosario,, Puerto Rico,Top
Harm,Fernando Rivera,, Puerto Rico,Mid
Idiovishus,Jose Cordero,, Puerto Rico,Jungler
Kraki,Juan Carlos Muñoz, Lyon Gaming, Puerto Rico,Support
Manu,Manuel Villa, BrawL.LAN, Puerto Rico,AD
Pedro,Pedro,, Puerto Rico,Top
Yogi,Bryant Burgos,, Puerto Rico,Support
AoD,Baltat Alin,, Romania,Support
Odoamne,Andrei Pascu, H2k-Gaming, Romania,Top
Alex Ich,Alexey Ichetovkin, Team Dragon Knights, Russia,Mid
Antariys,Vladislav Smorodin, Team Just, Russia,Support
Archie,Vyacheslav Egorov, Gambit.CIS, Russia,Support
BlorN,Dmitriy Lyubchich,, Russia,Top
Darien,Evgeny Mazaev,, Russia,Top
Darker,Andrey Plechistov,, Russia,Support
Dayruin,Boris Sherbakov, Team Differential, Russia,AD
Diamondprox,Danil Reshetnikov, Unicorns Of Love, Russia,Jungler
DimaJke,Dmitrii Gushcha, RoX, Russia,Jungler
Dimonko,Dmitrii Korovushkin, Team Just, Russia,Coach
Drobovik123,Evgeny Belousov, Vega Squadron, Russia,Mid
FIRees,Ivan Silantiev, RoX, Russia,Top
FlashInTheNight,Yury Shilenkov, Team Differential, Russia,Mid
Fomko,Anton Fomkin, Gambit.CIS, Russia,Mid
Gemp,Igor Axenov, Team Differential, Russia,Support
Genja,Evgeny Andryushin,, Russia,AD
Lasagna,Ilya Melkumov, Natus Vincere.CIS, Russia,Jungler
Likkrit,Kirill Malofeyev, Hard Random, Russia,Support
Marker,Mark Djakov, Team Just, Russia,Mid
MirrorEnd,Andrey Sinyavin,, Russia,Jungler
Neiman,Sergey Lashevskiy, Team Just, Russia,Jungler
Neon,Vladislav Zelinskiy,, Russia,AD
NoNholy,Aleksandr Ovchinikov, Vega Squadron, Russia,Top
Piter Pokir,Victor Pachkunov, Vaevictis eSports, Russia,Mid
Punisher,Nikita Lavrinov,, Russia,Jungler
Ques,Roman Generalov, Team Just, Russia,Top
SKasH,Arthur Ermolaev, Natus Vincere.CIS, Russia,Support
SaNTaS,Aleksandr Lifashin, Team Empire, Russia,Support
Smurf,Dmitri Ivanov, Hard Random, Russia,Top
Starscream,Valentin Zimakov, RoX, Russia,AD
Symphony,Aleksey Tyunin, Vaevictis eSports, Russia,Jungler
Tauren,Igor Titov, Vega Squadron, Russia,AD
VincentVega,Egor Medvedev, Natus Vincere.CIS, Russia,AD
ZakCanFly,Dmitri Kulikin, Vaevictis eSports, Russia,Top
Zanzarah,Nikolai Akatov, Vega Squadron, Russia,Jungler
Sa1na,Milo_ _ainovic,, Serbia,AD
Ataraxia,Guo Yong, Thirsty Chinchillas, Singapore,Top
BBTY,Chua Kim Han Wayne, Impunity Legends, Singapore,Jungler
BeNw,Benjamin Wah,, Singapore,Top
Birdy,Liaw Zhi Yong, Vestigial, Singapore,Sub
CHARMANDERBOT,Zhou Jia, Vestigial, Singapore,Top
Chawy,Wong Xing Lei, ahq e-Sports Club, Singapore,Mid
CrazyPine,Bala Lew Jen Wei, Panda Cub Hugging Club, Singapore,Support
CwEiJiE,Wee Kiat, Insidious Gaming Rebirth, Singapore,Jungler
DDan,Daniel Lua Pin Ren, Impunity Legends, Singapore,Jungler
Ease,Royce Tang, Nyan Zone, Singapore,Mid
EquivocaL,Baldwin Sai Heng Sheng, Exgs, Singapore,Sub
Floda,Gary Koh, Insidious Gaming Rebirth, Singapore,Mid
HaRleLuYaR,Jason Koh Wei Hao, Vestigial, Singapore,Sub
Hyhy,Benedict Hanyong Lim, Singapore Sentinels, Singapore,Mid
Kailing,Romulus Tham Yuan Xing,, Singapore,Sub
Keisama,Keith Zheng Nian Kai, Dulcet Essence, Singapore,Support
Kryonics,Fan Kai, Exgs, Singapore,Top
Kuremento,Clement Chan Yew Cheong, Team Proioxis, Singapore,Jungler
Ly4ly4ly4,Lim Yang, Vestigial, Singapore,Sub
Microlatios,Barry Ng, Panda Cub Hugging Club, Singapore,Jungler
Miss V,Victoria Lok,, Singapore,Support
MooN,Ow Yang Jian Hao, Kuala Lumpur Hunters, Singapore,Jungler
PandaPaws,David Chua, Panda Cub Hugging Club, Singapore,Mid
PessChap,Darren Toh, Thirsty Chinchillas, Singapore,AD
Rune,Jordan Lum, Vestigial, Singapore,Jungler
Shinya,Alex Tok Zhong En, Insidious Gaming Legends, Singapore,Mid
Skarm,Chua Jia Jun, Impunity Legends, Singapore,Support
SnipeRC,Richard Chew Jun Wei, Team Fat Rabbit, Singapore,Top
ToFu,Joshua Tan Jun Liang, Insidious Gaming Rebirth, Singapore,Top
Valkyrie,Marcus Ko, Vestigial, Singapore,AD
Vech,Tan Jun Yi,, Singapore,Top
Vera,Alvin Ang, Insidious Gaming Rebirth, Singapore,Support
Windowlicka,Wong Wenkai Ryan, Team Fat Rabbit, Singapore,Jungler
Wrath,Shawn Lim Kang Hock, Team Proioxis, Singapore,Top
Xephalon,Benjamin Lim, Vestigial, Singapore,Sub
Zappy,Lim Zhi Ping, Impunity Legends, Singapore,Support
LouGi,Luká_ Bala_evi_,, Slovakia,Jungler
Miah,Vladimír _ur_ík, Team Mistral, Slovakia,Mid
DiqozoY,Dejan Komocar,, Slovenia,AD
Kektz,Bor Jer_an,, Slovenia,Top
5gamdo,Do Hyung-rok (___),, South Korea,AD
ADD,Kang Geon-mo (___), MVP, South Korea,Top
Ace,Kim Ji-hoon (___),, South Korea,Mid
Acorn,Choi Cheon-ju (___), LGD Gaming, South Korea,Top
Alvingo,Choi Byung-cheol (___),, South Korea,Mid
Ambition,Kang Chan-yong (___), Samsung Galaxy, South Korea,Jungler
Amel,Kim Nam-hun (___), Energy Pacemaker.All, South Korea,Jungler
Angel,Kim Kyeong-won (___),, South Korea,Mid
Apdo,Jeong Sang-gil (___),, South Korea,
Apple,Jeong Cheol-woo (___),, South Korea,Top
Ares,Kim Min-kwon (___), Ever, South Korea,Jungler
Arrow,No Dong-hyeon (___), KT Rolster, South Korea,AD
Ashart,Kim Sung-hoon (___),, South Korea,Support
Athena,Kang Ha-woon (___), EDward Gaming, South Korea,Mid
Avalon,Shin Dong-hyeon (___),, South Korea,Top
BBuing,Lee In-yong (___), MKZ, South Korea,Jungler
BELIEVE,"Woo ""Samuel"" Sung-ha (___)", Sentinels ESC, South Korea,Support
Baby Hyuna,Oh Hyeon-ah (___), Incredible Miracle Athena, South Korea,AD
BaeMe,Kang Yang-hyun (___), EDward Esports, South Korea,Mid
Bang,Bae Jun-sik (___), SK Telecom T1, South Korea,AD
Bdd,Gwak Bo-seong (___), CJ Entus, South Korea,Mid
Beast,Kim Joo-hyun (___), Dark Wolves, South Korea,Jungler
Bengi,Bae Seong-woong (___), SK Telecom T1, South Korea,Jungler
BetKyo,Lee Seung-min (___), MKZ, South Korea,AD
Beyond,Kim Kyu-seok (___), MVP, South Korea,Jungler
Bing,Han Gi-hyeon (___), ShowTime, South Korea,AD
Bischu,Aaron Kim, Team Dragon Knights, South Korea,Support
Blanc,Jin Seong-min, Jin Air Green Wings, South Korea,Mid
Blank,Kang Sun-gu (___), SK Telecom T1, South Korea,Jungler
BlisS,Park Jong-won (___), Apex Gaming, South Korea,Coach
Bomb,Beom Park (__), Hellions e-Sports Club, South Korea,Mid
BoriSal,Kim Yeong-hoon (___), Qiao Gu Reapers, South Korea,Mid
Bory,Lee Seong-yun (___), Prime Clan, South Korea,AD
Bubbling,Park Jun-hyeong (___), CJ Entus, South Korea,Jungler
Bust,Lee Han-kil (___),, South Korea,Sub
CYNE,Hwan Jae-kun (___),, South Korea,
CaNdy,Kim Seung-ju (___),, South Korea,Mid
Cain,Jang Nu-ri (___), CJ Entus, South Korea,Coach
CaliTrlolz,Steven Kim,, South Korea,Top
Cannot,Park Gwang-gi (___),, South Korea,Top
Captain Korea,"Jong-won ""Justin"" Bae (___)",, South Korea,Mid
Catch,Yun Sang-ho (___), DetonatioN FocusMe, South Korea,Jungler
ChaResh,Cha In-myeong (___),, South Korea,Support
